0.977666 5.21629 0.839896 0.832967 1.00434 0.895796 -2.7343 0.614982 0.969883 0.747831 0.685384 1.47145 1.95274 
1.30729 1.58924 0.910527 1.16437 1.24556 1.54314 1.31528 1.20391 1.00171 0.491405 0.959739 0.898805 1.25727 
1.20879 0.554309 0.962533 0.991508 1.07144 1.34214 1.4981 0.58429 1.62447 1.01939 1.11392 1.06023 1.15021 
1.05321 0.69608 0.798129 1.03105 0.945925 0.853489 -29.4306 0.279602 2.04423 1.33641 0.777411 0.94908 2.31297 
1.11722 0.989927 0.919946 0.596579 0.935766 3.51651 1.09066 0.661702 1.17256 1.59659 1.56448 2.19461 4.16901 
1.09098 0.704671 0.975292 1.09078 0.929062 0.891574 1.05532 0.503116 0.798579 1.72518 1.01778 1.43311 1.29946 
1.18699 1.46537 1.32697 0.903957 0.993697 1.22184 0.927063 0.620779 1.19268 0.649461 0.933432 1.42791 0.878482 
0.961473 1.22819 0.983441 0.846147 1.04822 1.56555 1.1764 0.351559 1.11867 11.5167 1.33248 0.816428 1.60148 
0.961517 0.199541 0.929188 0.83061 1.04761 1.29662 0.656694 2.26307 0.279801 0.38697 1.44978 0.596839 1.08378 
1.05678 0.949522 0.783767 1.10298 1.08006 1.12695 0.499506 1.19076 0.339045 0.518205 1.04427 0.926778 0.764581 
0.900498 0.37925 1.13734 1.05331 1.21471 1.02333 1.55064 1.65307 4.16186 0.797114 1.99362 0.873901 0.641592 
0.978041 0.331433 0.80482 0.671639 0.786198 1.34512 0.843371 0.801229 2.02856 4.52024 1.17831 0.988635 2.40005 
1.13178 2.99817 1.26414 0.671669 1.41191 1.55894 1.12789 1.20474 0.228834 0.517136 1.05224 0.694194 1.35301 
0.917688 0.771345 1.00561 0.900893 1.37072 0.379326 1.83859 0.987111 0.812539 0.802028 1.05656 0.428544 1.69639 
0.999581 0.879799 0.928211 1.4194 0.839227 0.620292 0.687472 0.749359 0.712931 0.493091 4.02175 0.860578 1.23441 
0.954127 0.682687 1.20356 0.992899 1.35157 0.889866 2.82271 0.293663 0.963591 0.478213 1.24552 1.31109 1.40782 
0.989589 0.358383 0.770557 0.833664 1.26045 1.26262 1.01044 0.499712 0.966308 0.576369 1.28315 1.10808 0.665838 
0.929661 74.1227 1.17861 0.619032 1.12827 0.695569 0.795313 4.68455 2.77773 0.796403 1.0309 1.41509 1.29956 
0.847468 0.443897 0.82484 1.26005 1.21488 0.934181 1.13614 1.38656 0.791202 0.532881 1.50133 1.57109 0.218334 
0.938373 0.480248 1.10201 1.23255 1.04698 0.803436 0.379961 1.33209 0.79781 0.252691 1.93325 0.726852 1.68023 
0.917234 0.423948 1.09564 1.05903 1.21502 0.910679 1.60294 0.461299 1.11398 0.371007 0.681838 1.45711 0.698371 
0.978434 0.873493 1.2939 1.12102 0.811461 1.1528 1.01188 0.966695 1.56199 0.382044 1.22856 0.855633 0.492813 
0.889617 0.846904 1.10631 1.1525 0.830681 0.970327 0.874025 1.39045 0.715033 1.06932 1.35802 1.03117 1.00464 
0.872443 1.02661 0.98182 0.787353 0.752779 0.660293 0.762815 1.43184 0.809248 0.499085 1.45852 1.07006 0.685935 
1.24433 0.39639 1.01916 0.93861 0.690043 0.542127 0.644616 2.49884 1.00535 1.32559 0.92164 0.844865 0.499184 
0.882242 4.1149 1.19708 1.46678 0.885976 1.63466 1.22805 1.24498 0.621281 0.41395 0.979857 1.69197 0.43446 
0.902502 0.658797 1.28998 0.96769 1.17981 0.543554 0.791649 0.3373 1.13742 0.768145 0.935473 0.819883 0.99285 
0.986172 0.359884 0.867914 1.13329 1.0016 1.52545 2.61043 0.374822 1.1106 1.25776 1.10191 1.24854 1.1424 
1.00489 0.814798 0.661841 0.883787 0.886063 0.894708 -3.75156 0.780454 1.14058 0.548796 1.1329 0.86556 0.772132 
0.885437 1.40757 1.11219 1.05774 1.03029 2.19886 2.9187 0.963002 0.818845 0.909686 1.66687 1.4002 0.671923 
0.898386 0.660346 0.701933 1.29149 0.780007 1.11558 -7.16793 0.716279 0.570376 0.760091 1.19742 1.88912 1.07737 
0.899788 0.494757 0.98342 1.00552 0.797828 1.11426 0.768898 1.56006 0.959626 2.05813 0.900432 1.15776 0.56017 
0.982269 0.731647 0.781458 0.940613 0.859317 2.31058 8.34292 0.966116 1.45048 0.545135 0.725239 1.45489 0.245965 
0.86196 1.84956 0.794218 0.902165 0.814981 1.26854 1.05159 1.16068 1.49691 1.63245 0.690962 0.756298 0.906646 
0.871998 1.62844 1.35242 0.930627 1.15575 1.47347 2.03186 1.19057 2.16898 1.06582 1.77134 0.823868 0.584895 
0.92556 1.38546 1.10988 1.03838 0.904389 1.22496 1.15737 1.07724 0.578253 0.633611 0.972469 1.3856 0.491433 
0.935944 0.46204 0.953438 0.998681 0.83565 1.0137 0.757459 0.757832 1.02931 0.343382 1.23852 1.592 0.437697 
0.921628 0.889234 0.798853 0.87567 0.627135 0.615483 0.408856 0.671537 0.451252 0.506735 0.581391 0.980102 0.401549 
0.943571 1.23443 1.13613 0.947945 0.991034 1.32989 1.19005 0.577487 0.808003 0.620087 0.937759 1.09754 0.698618 
0.956599 0.90945 0.970131 1.42734 1.0498 0.675683 2.16365 0.919203 0.932859 0.315155 0.895917 2.19929 0.348435 
0.89669 4.51817 1.0765 1.47295 0.701322 1.04047 3.21577 0.806832 1.25434 0.764112 0.614875 0.931153 0.304128 
0.912662 0.476764 0.913084 1.25787 0.854117 0.99555 1.91392 0.744003 0.72888 0.785445 0.619208 2.73762 -2.8829 
0.979836 0.470581 0.927464 1.08015 1.00817 0.788621 1.19034 0.762105 1.45862 0.240295 0.566747 1.4924 0.579986 
1.07667 0.387373 1.11016 0.882331 1.50474 0.762102 0.458164 0.428129 0.650749 0.733886 1.12066 0.573689 1.05646 
1.0415 0.723311 0.966103 1.45494 0.928289 0.458026 55.0275 0.88111 0.352537 1.10545 0.838097 0.587257 0.554417 
1.04812 0.596167 1.15646 0.755395 0.723698 1.25874 0.771286 251.246 0.508066 0.746436 0.903635 0.716638 3.11922 
1.11785 2.56977 0.956967 0.757409 0.872786 0.701285 0.217086 2.72269 0.691626 0.593146 0.68447 0.627392 0.870271 
1.0554 1.18083 0.816007 1.28883 0.997316 0.709415 0.381404 2.81383 0.473111 2.17194 0.654799 0.740473 0.720039 
1.0319 0.883328 1.10483 1.13334 0.776177 0.98514 0.148094 1.40143 0.396986 1.26063 1.08197 1.27531 8.60566 
1.05847 0.790063 1.01544 1.33787 1.08273 1.37206 0.312782 1.83174 1.15525 0.63922 1.06287 0.682001 0.480582 
0.91457 1.31118 0.868985 0.850092 1.3006 0.605116 0.394079 0.560618 0.691137 3.82839 0.724301 0.550896 2.31254 
1.00997 -27.4673 0.953839 0.935589 0.883517 0.400011 0.129397 0.972036 0.287722 1.23539 0.804142 0.406166 0.441995 
1.03223 1.29746 0.953526 0.83688 1.38272 1.27303 0.430854 1.71136 0.697029 1.12408 0.482049 1.39317 0.891149 
1.03748 5.85325 1.60504 0.959041 1.16568 0.457676 0.463611 0.437543 0.67904 1.89741 0.671506 0.584325 0.533916 
0.894843 0.419394 1.25026 1.41509 1.38494 1.40523 0.722783 0.726777 1.24576 1.90287 0.757767 0.49927 0.651453 
0.888468 1.54055 0.998708 1.06519 1.22323 0.655244 0.565198 1.0715 1.50153 1.19962 0.430128 0.468455 1.46306 
0.951124 1.56524 1.02659 0.759953 0.904854 0.824674 0.396369 1.00726 0.672804 0.870223 0.479234 0.503452 0.524431 
1.09343 0.462637 1.07906 1.1735 0.998627 1.67914 0.412435 1.2832 1.31478 3.0768 0.610347 0.731167 0.977473 
0.939947 0.903427 0.823023 1.17577 0.908084 0.77246 0.465685 1.06957 0.420361 1.48097 0.451652 0.965971 0.463896 
0.997561 1.2031 1.29964 1.02551 0.934747 0.648771 0.200032 1.32894 0.64285 1.21811 0.857438 2.74158 0.836926 
1.08132 2.03221 0.861817 1.24772 0.80449 0.570546 0.319705 3.37604 0.516016 4.5865 0.613497 1.67921 1.40287 
1.00158 5.4136 1.09161 1.25975 1.04728 1.63789 0.693088 1.06259 0.745082 2.51209 1.47137 0.642537 1.33517 
1.17592 2.9943 1.16096 1.16708 0.924038 0.755657 0.215744 2.31505 0.881537 1.46637 1.3036 0.732495 2.38323 
0.8768 1.13712 1.05765 0.941311 0.96837 0.627693 0.204224 0.948155 0.588655 3.04304 0.648542 0.630768 0.444994 
1.0296 1.17434 0.806629 1.21457 0.99458 0.953613 0.160639 0.973795 1.78777 2.13613 0.662558 0.414676 0.668706 
1.12753 2.01144 0.970716 1.378 1.12198 0.779309 0.291521 1.23217 0.61084 1.55285 0.771368 0.445466 1.99024 
1.00525 2.05624 0.932283 0.738911 1.03869 1.28619 0.217092 1.47752 0.626 2.51677 0.774504 0.572817 0.815105 
1.00479 1.61642 1.08442 1.11914 0.783615 1.25818 0.579032 0.856702 0.697809 4.68274 0.501761 1.02002 0.747217 
